function	Fl_1	Fl_10	Fl_11	Fl_12	Fl_13	Fl_14	Fl_15	Fl_16	Fl_17	Fl_18	Fl_19	Fl_2	Fl_3	Fl_4	Fl_5	Fl_6	Fl_7	Fl_8	Fl_9	Fl_Arg_1	Fl_Arg_10	Fl_Arg_11	Fl_Arg_12	Fl_Arg_13	Fl_Arg_14	Fl_Arg_15	Fl_Arg_16	Fl_Arg_17	Fl_Arg_18	Fl_Arg_19	Fl_Arg_2	Fl_Arg_3	Fl_Arg_4	Fl_Arg_5	Fl_Arg_6	Fl_Arg_7	Fl_Arg_8	Fl_Arg_9
K05813	116.0	255.5	332.5	202.0	58.0	284.5	98.0	82.2	78.75	101.0	142.0	182.0	135.5	75.0	126.0	37.0	36.5	40.0	156.0	252.0	527.6	148.0	66.5	59.5	32.5	131.0	245.0	124.25	280.5	33.5	4.0	89.5	257.0	119.0	98.5	28.5	51.0	17.0
K05814	116.0	255.5	332.5	202.0	58.0	284.5	98.0	82.2	78.75	101.0	142.0	182.0	135.5	75.0	126.0	37.0	36.5	40.0	156.0	252.0	527.6	148.0	66.5	59.5	32.5	131.0	245.0	123.5	280.5	33.5	2.0	89.5	257.0	119.0	98.5	28.5	51.0	17.0
K05815	116.0	255.5	334.5	202.0	58.0	284.5	98.0	82.2	78.75	101.0	142.0	182.0	135.5	75.0	126.0	37.0	36.5	40.0	156.0	252.0	527.6	148.0	66.5	59.5	32.5	131.0	245.0	123.5	280.5	33.5	2.0	89.5	257.0	119.0	98.5	28.5	51.0	17.0
K05816	0.0	0.0	163.0	3.0	0.0	99.0	0.0	36.2	0.0	0.0	0.0	0.0	0.0	0.0	71.0	8.0	0.0	0.0	79.0	0.0	380.1	15.0	0.0	0.0	0.0	0.0	87.0	0.0	0.0	0.0	2.0	0.0	84.0	0.0	0.0	0.0	0.0	0.0
K05817	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K05818	0.0	0.0	156.0	0.0	0.0	99.0	0.0	36.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	79.0	0.0	380.1	0.0	0.0	0.0	0.0	0.0	83.0	0.0	0.0	0.0	0.0	0.0	74.0	0.0	0.0	0.0	0.0	0.0
K05819	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K05820	968.5	2669.0	1780.5	566.5	3188.0	7446.0	1258.5	1249.2	1145.5	1494.5	1234.0	631.5	1103.5	3777.0	3283.0	1513.0	712.0	149.0	1248.5	453.5	2656.6	112.5	780.0	2482.5	1146.0	1256.0	756.5	855.0	1186.5	839.0	1077.5	758.0	530.0	733.5	814.0	22.5	811.0	327.0
K05822	1725.0	2479.0	2120.0	2815.0	1735.0	9064.0	1689.0	2378.0	1325.5	3065.0	1476.0	3132.5	1554.0	2559.0	1452.0	3329.0	1766.0	2220.0	1787.5	1745.0	1524.0	1177.0	1231.5	6106.0	856.0	1669.5	1467.5	924.0	4675.0	1439.0	508.0	3171.0	1078.0	1485.0	1419.0	1943.0	2272.0	478.0
K05823	112.59	484.75	342.42	196.25	916.83	1871.25	395.0	280.16999999999996	266.0	207.42000000000002	296.5	404.25	254.42000000000002	733.6700000000001	679.6700000000001	522.75	191.09000000000003	581.1700000000001	376.01	21.67	247.57999999999998	104.91	230.5	409.17	253.5	122.0	34.75	132.0	282.34000000000003	394.92	301.84000000000003	369.5	99.75	92.58	169.07999999999998	65.75	414.58	149.75
K05825	3004.33	710.0	1664.33	2489.66	4437.0	7283.84	1390.67	1193.67	1735.67	2562.0	1211.9899999999998	2389.0	1410.0	2849.67	1924.67	2585.0	852.3299999999999	3384.01	2467.01	2599.51	2092.0	1935.67	1624.3400000000001	5160.33	1402.0	1293.6599999999999	1948.6599999999999	2741.5	3195.34	1845.0	1655.0	2742.0	1758.0	2486.0	884.0	1334.67	2855.01	1059.0
K05826	20.0	0.0	135.0	0.0	0.0	18.0	38.0	19.0	12.0	196.0	24.0	84.0	0.0	39.0	0.0	0.0	4.0	0.0	252.0	147.0	348.0	38.0	0.0	144.0	84.0	78.0	262.0	459.0	24.0	0.0	0.0	68.0	14.0	367.0	0.0	0.0	0.0	0.0
K05827	20.0	0.0	135.0	0.0	0.0	18.0	38.0	19.0	12.0	196.0	24.0	84.0	0.0	39.0	0.0	0.0	4.0	0.0	252.0	147.0	348.0	38.0	0.0	144.0	84.0	78.0	262.0	459.0	24.0	0.0	0.0	68.0	14.0	367.0	0.0	0.0	0.0	0.0
K05828	20.0	0.0	135.0	0.0	0.0	18.0	38.0	19.0	12.0	196.0	24.0	84.0	0.0	39.0	0.0	0.0	4.0	0.0	252.0	147.0	348.0	38.0	0.0	144.0	84.0	78.0	262.0	459.0	24.0	0.0	0.0	68.0	14.0	367.0	0.0	0.0	0.0	0.0
K05829	20.0	0.0	135.0	0.0	0.0	18.0	38.0	19.0	12.0	196.0	24.0	84.0	0.0	39.0	0.0	0.0	4.0	0.0	252.0	147.0	348.0	38.0	0.0	144.0	84.0	78.0	262.0	459.0	24.0	0.0	0.0	68.0	14.0	367.0	0.0	0.0	0.0	0.0
K05830	20.0	0.0	135.0	0.0	0.0	18.0	38.0	19.0	12.0	196.0	24.0	84.0	0.0	39.0	0.0	0.0	4.0	0.0	252.0	147.0	348.0	38.0	0.0	144.0	84.0	78.0	262.0	459.0	24.0	0.0	0.0	68.0	14.0	367.0	0.0	0.0	0.0	0.0
K05831	20.0	0.0	135.0	0.0	0.0	18.0	38.0	19.0	12.0	196.0	24.0	84.0	0.0	39.0	0.0	0.0	4.0	0.0	252.0	147.0	348.0	38.0	0.0	144.0	84.0	78.0	262.0	459.0	24.0	0.0	0.0	68.0	14.0	367.0	0.0	0.0	0.0	0.0
K05832	6110.01	6031.0	7475.92	7954.16	7352.66	26536.84	5980.67	6351.51	4065.42	6965.34	6078.49	8278.5	5535.34	8807.51	6357.01	6886.5	6481.51	6180.35	6928.030000000001	9237.85	7420.41	9856.99	6799.84	13087.67	4511.0	5939.66	9263.66	3619.5	13527.02	5638.84	3847.6800000000003	7805.5	5524.0	9505.66	5575.16	9622.67	9679.17	2789.5
K05833	5824.01	5947.0	7292.92	7683.16	7382.66	26495.84	5626.67	6289.51	3815.42	6682.34	5736.49	7382.5	5424.34	8798.51	6412.01	6886.5	6388.51	5868.35	6811.030000000001	8333.85	7076.41	9625.99	6670.84	13059.67	4511.0	5254.66	8993.66	3128.5	13319.02	5585.84	3847.6800000000003	7271.5	5598.0	9292.66	5457.16	9211.67	9087.17	2789.5
K05834	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	66.0	0.0	0.0	0.0	0.0	0.0	1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K05835	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.75	0.0	0.0	0.0	2.5	0.0	0.0	0.0	0.0	0.0	0.0
K05836	93.0	285.0	7.0	42.0	0.0	30.0	0.0	128.0	1.75	0.0	0.0	0.0	0.0	1.5	213.0	8.0	0.0	8.0	39.0	0.0	0.0	15.0	27.0	24.0	34.0	13.0	79.0	4.0	161.0	0.0	2.0	0.0	62.0	0.0	48.0	0.0	0.0	50.0
K05837	12701.42	13729.05	13700.92	13156.91	12112.83	51523.93	10848.17	12437.89	10142.75	14407.550000000001	13182.59	13553.52	10827.42	20231.91	13285.09	12402.88	11217.92	10629.43	14530.87	15977.93	16223.23	15238.33	13148.09	21322.33	8991.75	14663.16	17592.96	9079.619999999999	21622.68	11719.67	9705.34	12665.45	9879.05	22256.08	12451.43	12849.17	19005.59	4943.75
K05838	2778.0	7542.5	3448.67	3386.25	5839.5	27912.0	5999.0	5248.28	4794.75	4254.0	3070.5	3133.0	4303.0	7751.75	7097.0	4393.0	4518.75	3230.5	3268.83	5049.0	5648.6	7954.5	6689.92	4826.25	2307.75	7331.75	6815.75	3360.25	11408.5	7088.25	8775.0	3576.5	5174.92	7687.75	6214.0	8906.75	6909.0	8648.25
K05839	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K05841	0.0	0.0	0.0	0.0	0.0	85.0	0.0	0.0	0.0	0.0	66.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.5	0.0	7.0	0.0	12.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K05844	513.0	2198.0	1387.0	251.0	3034.0	6469.0	689.0	719.2	915.0	1132.0	740.0	182.0	886.0	3370.0	2633.0	1335.0	565.0	0.0	833.0	113.0	2384.1	39.0	615.0	1207.0	958.0	1048.0	354.0	382.0	882.0	731.0	926.5	180.0	454.0	654.0	661.0	0.0	723.0	205.0
K05845	3875.0	10084.5	3527.59	5776.25	5271.5	40815.0	9559.0	8179.61	6577.25	5906.0	4129.0	5231.0	6250.0	7843.75	8532.0	5253.0	7296.75	5908.0	4392.16	7769.0	4624.35	13309.5	10512.09	6883.25	2226.75	11227.75	11392.75	5028.75	18502.5	10717.25	13960.0	6059.5	7537.59	12437.25	9756.0	16197.75	9862.0	14243.75
K05846	11799.59	23381.5	11443.85	17393.75	13474.83	96688.5	22621.25	19846.14	15264.5	16987.42	11988.0	15573.25	15524.42	21434.67	20576.67	16004.25	18599.59	16964.17	10916.33	19162.17	12070.779999999999	30741.410000000003	23461.68	23255.92	6417.0	24981.5	25115.75	10738.5	45849.34	23146.42	30001.84	16932.0	16392.93	27546.08	22991.08	37150.0	23273.58	29791.25
K05847	7175.59	12710.0	7186.26	10648.5	8832.33	56821.5	12469.25	11455.529999999999	8710.25	10300.42	7075.0	9683.25	8340.42	12982.92	11597.67	10239.25	9800.84	10864.17	6914.17	9969.17	6383.43	14695.91	11998.59	15976.67	3609.25	12843.75	12573.0	5834.75	24521.84	12449.17	14848.84	10546.5	8845.34	13583.83	11488.08	18595.25	12964.58	14774.5
K05851	513.0	2198.0	1387.0	251.0	3034.0	6469.0	685.0	719.2	915.0	1132.0	736.0	182.0	886.0	3370.0	2633.0	1335.0	565.0	0.0	833.0	113.0	2384.1	39.0	615.0	1207.0	958.0	1048.0	354.0	382.0	882.0	731.0	926.5	180.0	444.0	654.0	661.0	9.0	723.0	211.0
K05873	155.17000000000002	300.5	359.34000000000003	215.5	161.32999999999998	508.84000000000003	234.5	115.67	140.82999999999998	258.5	492.83	392.17	201.0	213.51	77.67	119.66	154.17000000000002	76.67	460.01000000000005	394.67	326.33	207.15999999999997	204.5	328.0	170.5	324.0	395.5	530.1700000000001	362.34000000000003	89.17	32.34	326.83	125.0	271.83	122.83	42.0	223.33	17.0
K05874	0.0	0.0	21.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	39.0	8.0	0.0	0.0	0.0	0.0	1.1	15.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K05875	93.0	285.0	7.0	39.0	0.0	26.0	0.0	128.2	0.0	0.0	0.0	0.0	0.0	0.0	108.0	0.0	0.0	0.0	39.0	0.0	1.1	0.0	27.0	24.0	34.0	13.0	79.0	0.0	161.0	0.0	0.0	0.0	62.0	0.0	48.0	0.0	0.0	50.0
K05876	93.0	285.0	0.0	39.0	0.0	26.0	0.0	128.2	0.0	0.0	0.0	0.0	0.0	0.0	108.0	0.0	0.0	0.0	39.0	0.0	1.1	0.0	27.0	24.0	34.0	13.0	75.0	0.0	161.0	0.0	0.0	0.0	62.0	0.0	48.0	0.0	0.0	50.0
K05877	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K05878	2179.17	2565.5	1562.67	2480.5	1846.33	6351.0	3204.5	2390.87	2106.75	2148.17	2277.08	3085.75	1962.0	2407.84	1732.67	2167.33	2189.67	1793.67	1598.5100000000002	5110.17	2433.43	3973.66	2751.0	4031.17	966.0	3453.0	2595.0	1882.0	6754.34	2682.67	2100.34	2903.33	2386.5	2437.33	2318.08	3808.0	5805.33	3178.0
K05879	3623.17	4492.0	2898.67	4058.5	3088.33	10994.0	5170.5	4161.87	3634.75	3548.17	3828.08	4594.75	3770.0	4611.84	3078.67	4098.33	4283.67	3044.67	2616.51	8290.17	4810.43	9240.66	5845.0	5443.17	2396.0	5616.0	5636.0	3173.0	12179.34	5300.67	5489.34	4385.33	4586.5	6162.33	5526.08	7604.0	9223.33	6662.0
K05880	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K05881	797.0	1056.0	303.0	616.0	738.0	2076.0	1126.0	1119.2	979.0	492.0	536.0	663.0	709.0	1065.0	651.0	1010.0	745.0	618.0	579.0	2083.0	1126.1	2442.0	1566.0	685.0	557.0	1246.0	1378.0	915.0	2755.0	1849.0	1748.0	859.0	1711.0	1674.0	1451.0	1714.0	2237.0	2434.0
K05882	495.0	484.0	77.0	297.0	431.0	1139.0	540.0	560.0	512.0	189.0	334.0	442.0	233.0	716.0	239.0	659.0	235.0	566.0	291.0	742.0	331.0	1574.0	846.0	265.0	235.0	709.0	680.0	787.0	574.0	848.0	1093.0	635.0	1092.0	1228.0	617.0	595.0	1924.0	1361.0
K05887	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K05895	5737.83	7298.5	5304.58	9020.16	3841.0	30269.339999999997	7845.67	6749.17	5257.17	8100.5	5898.99	8814.75	6209.0	7886.17	5900.67	7181.0	7307.33	8193.51	3285.01	7719.51	4812.75	9960.67	7884.84	12770.83	2621.0	8666.66	8062.16	3302.5	17144.34	7106.0	8423.5	9089.5	4386.5	8553.5	8253.0	13308.67	10925.01	7198.5
K05896	8366.42	11280.75	9565.34	11109.66	9789.33	47774.43	11044.67	10719.42	8412.5	10262.25	8739.74	10899.17	9296.92	13430.26	11110.01	10268.08	10142.17	9150.68	10334.85	13878.68	10880.33	18514.08	14306.76	17127.08	5996.75	12906.41	17610.66	8202.42	24356.68	12203.67	12437.34	10597.0	10911.17	17880.83	11630.33	17720.17	16749.59	12503.0
K05898	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	198.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K05916	93.0	535.0	0.0	96.25	707.5	2262.0	292.0	577.95	373.25	42.0	0.0	52.0	130.0	316.75	174.0	65.0	4.75	144.0	797.0	0.0	136.1	331.5	453.75	173.25	198.75	221.75	604.75	384.0	335.5	691.25	486.0	172.5	650.25	511.25	128.0	51.75	641.0	290.75
K05917	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	83.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K05919	6027.17	2494.25	3368.25	5489.5	2614.5	11054.42	4250.75	3184.0	2661.5	5604.0	4822.33	6025.5	2991.5	3867.5	1619.75	3346.83	4040.5	3819.25	3736.17	8665.75	3732.75	5627.75	3675.75	8641.42	2233.75	4973.25	4187.25	3405.2799999999997	9017.0	2694.75	2348.0	5870.42	1795.5	4276.5	3383.25	6022.0	7672.0	1274.0
K05921	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	78.0	16.0	0.0	0.0	0.0	0.0	1.1	30.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K05922	888.0	444.0	689.0	221.0	0.0	739.0	607.0	473.0	451.0	454.0	813.5	1013.0	469.0	753.0	275.0	168.0	313.0	1255.0	454.5	412.0	1044.0	190.0	117.0	844.0	436.0	677.0	604.0	240.0	714.0	681.0	322.0	757.0	230.0	265.0	473.0	332.0	2042.5	62.0
K05927	888.0	444.0	689.0	221.0	0.0	739.0	607.0	473.0	451.0	454.0	813.5	1013.0	469.0	753.0	275.0	168.0	313.0	1255.0	454.5	412.0	1044.0	190.0	117.0	844.0	436.0	677.0	604.0	240.0	714.0	681.0	322.0	757.0	230.0	265.0	473.0	332.0	2042.5	62.0
K05934	4381.83	3077.5	3955.58	5873.16	2840.0	13722.84	3812.67	3874.17	2589.67	5257.5	4026.24	5661.75	3322.5	4562.17	2628.67	5076.0	4024.83	4500.01	2528.51	5866.01	3362.25	5460.67	3749.34	9525.33	1869.0	3880.66	3655.16	1899.5	9273.84	3187.0	2656.0	5700.0	1975.0	3750.0	3917.25	6152.67	6976.01	1479.0
K05936	5485.83	6837.5	5680.58	8103.16	3711.0	30473.839999999997	7613.67	6650.17	4925.17	8028.5	5766.74	7628.75	5900.5	7231.17	6101.67	7051.0	7022.83	6866.51	3652.01	8057.01	5335.75	9821.67	7723.84	12411.33	2522.0	8399.66	8193.16	3841.0	16701.84	6880.0	8143.5	8032.0	4234.0	8737.5	7939.25	13044.67	10173.01	7063.5
K05939	1152.0	2014.0	1752.0	282.0	215.0	5363.0	1047.0	976.2	887.0	1338.0	1422.5	1195.0	1355.0	2194.0	899.0	761.0	722.0	1255.0	911.5	412.0	3134.1	229.0	642.0	1982.0	861.0	1725.0	722.0	622.0	1519.0	1306.0	1184.0	937.0	447.0	744.0	844.0	341.0	2765.5	225.0
K05946	2858.58	1652.75	2718.33	3498.91	2293.5	6322.09	2467.17	1669.67	1631.17	3388.75	2711.99	3385.25	2565.25	2619.67	1532.67	1886.75	2715.08	2261.51	2336.51	4674.01	2950.5	4692.42	2681.34	5225.83	1454.0	3182.66	3181.41	2405.5	5505.84	1873.75	2128.5	2958.0	1288.75	3437.75	2672.25	4317.42	5150.26	1038.75
K05951	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K05952	669.0	2458.0	1738.0	352.0	3150.0	7250.0	863.0	1037.0	1015.0	1184.0	840.0	285.0	1126.0	3661.0	2866.0	1449.0	682.0	0.0	989.0	329.0	2694.0	573.0	1117.0	1308.0	1035.0	1679.0	1524.0	448.0	2047.0	834.0	1160.5	249.0	581.0	1120.0	873.0	105.0	829.0	579.0
K05962	0.0	0.0	0.0	12.0	16.0	58.0	33.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	82.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K05964	106.0	167.5	208.0	64.5	0.0	433.0	226.5	157.7	36.0	113.5	342.5	159.75	250.0	317.0	32.0	92.0	190.0	70.0	66.0	445.5	288.1	72.0	399.5	167.5	242.0	161.5	374.0	203.5	335.5	96.0	155.0	78.5	33.5	640.0	195.0	307.0	205.0	454.0
K05966	168.0	167.5	338.0	64.5	0.0	472.0	247.5	179.7	49.5	165.0	479.5	256.75	250.0	362.0	32.0	92.0	190.0	70.0	232.5	445.5	426.6	72.0	399.5	224.0	260.0	217.0	374.0	322.5	335.5	96.0	155.0	124.5	33.5	640.0	195.0	307.0	209.0	454.0
K05967	43.0	0.0	0.0	0.0	9.0	12.5	8.0	0.0	0.0	102.0	12.25	23.0	0.0	0.0	0.0	74.0	0.0	0.0	98.0	99.0	0.0	0.0	0.0	192.0	0.0	0.0	29.0	67.5	0.0	0.0	0.0	0.0	0.0	5.0	5.25	0.0	4.0	0.0
K05970	7742.5	6429.05	3858.25	6323.5	1573.5	15135.25	5312.25	6209.35	5469.5	5787.299999999999	6812.349999999999	7358.35	4868.5	7917.4	3668.0	4305.3	6070.0	4752.0	5639.6	8797.0	5728.8	6111.5	5984.0	5819.25	3746.0	8168.0	7240.3	3839.9	8850.5	6229.0	4957.5	7364.200000000001	2981.8	11783.5	6755.85	5950.75	9405.0	657.0
K05973	65.0	179.0	271.0	134.0	26.0	915.0	7.0	199.0	286.0	24.0	62.0	0.0	175.0	229.0	645.0	141.0	177.0	87.0	693.0	0.0	479.0	374.0	290.0	156.0	49.0	0.0	637.0	23.0	68.0	157.0	526.0	0.0	1001.0	299.0	239.0	57.0	136.0	945.0
K05977	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K05979	638.5	1014.5	843.5	647.5	617.0	7590.0	589.0	1535.5	825.0	1748.0	764.0	605.5	1035.0	2059.0	2606.0	1480.0	495.0	154.0	1454.5	1744.5	1761.0	2061.0	971.0	1864.0	677.0	1484.0	1105.5	985.0	2003.0	1908.0	2258.5	659.5	1348.5	6992.0	2267.0	981.0	845.0	81.0
K05982	90.0	0.0	164.0	0.0	168.0	140.0	4.0	121.2	110.0	68.0	166.0	0.0	165.0	64.0	34.0	0.0	0.0	68.0	90.0	101.0	355.1	0.0	164.0	0.0	61.0	37.0	316.0	52.0	91.0	0.0	0.0	85.0	0.0	0.0	63.0	9.0	487.0	6.0
K05984	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K05985	4257.42	3813.25	3932.67	5608.41	4237.83	15091.93	3740.67	3786.3399999999997	2772.0	5276.25	3695.49	5648.67	3593.42	5197.51	2990.34	5496.08	4061.42	4752.18	3045.5200000000004	5453.18	3248.83	5294.08	3640.84	9130.83	2119.5	3939.66	3477.91	1722.67	9172.68	3453.92	2859.84	5587.0	2044.25	3616.58	4012.08	5748.42	7149.59	1599.75
K05988	58.0	14.75	32.25	0.0	0.0	68.75	27.25	20.75	105.75	0.0	46.0	21.75	0.0	14.0	0.0	8.5	4.0	8.0	3.25	96.0	51.5	0.0	60.0	38.75	52.0	0.0	32.5	45.0	0.0	43.0	6.0	24.5	0.0	52.0	8.0	23.75	0.0	0.0
K05989	750.0	1392.0	604.0	768.0	702.0	2088.0	867.0	1659.0	1427.0	767.0	729.5	637.0	936.0	543.0	1062.0	1141.0	1191.0	0.0	788.0	2993.0	2060.0	1869.0	1899.0	1213.0	989.0	605.0	1939.0	486.6	5198.0	2626.0	1156.0	593.0	1320.0	1357.0	2179.5	2435.0	803.0	2565.0
K05991	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	64.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K05994	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.5	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K05995	9295.17	10976.5	8709.17	10773.25	4246.0	38295.09	10041.75	10488.95	8511.08	9176.08	9450.42	11887.17	8028.67	11672.25	7461.0	8673.0	8167.92	12067.5	6360.75	7899.75	7987.6	8507.0	8886.25	13886.83	3815.25	10898.5	10998.75	4827.42	16904.0	10073.75	8669.5	11215.67	5857.75	9191.0	9085.0	12020.25	14631.25	6424.25
K05997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K06001	4595.0	3006.0	2567.25	3642.5	964.5	5952.75	2943.75	3386.0	2479.75	3496.25	3416.5	3513.25	2337.5	3179.5	1453.0	1825.0	2908.0	1578.0	2934.0	4732.25	3028.75	2327.0	2778.5	5370.75	1879.5	4219.5	4335.5	2245.2	3916.0	2291.0	1465.0	4149.0	1526.0	3737.75	2660.25	2007.0	3593.75	705.0
K06006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K06012	287.5	63.5	551.5	328.5	39.0	810.0	128.0	376.5	16.0	365.0	200.5	179.5	159.5	35.0	65.0	115.0	92.5	0.0	208.5	72.5	234.0	5.0	114.0	777.5	2.0	50.0	131.5	167.0	97.5	0.0	1.0	187.0	143.0	50.0	39.0	0.0	0.0	0.0
K06013	1905.0	1786.5	3755.5	1311.0	2369.0	8837.0	1130.0	2040.0	2144.0	1105.0	1828.5	1329.0	2269.5	3504.5	2801.0	754.0	1451.5	1529.0	4141.5	1944.0	5616.5	4326.0	2387.5	2087.5	2837.5	1541.0	6672.0	1358.0	2780.5	2568.5	1433.0	995.5	4022.0	5434.0	2054.5	1997.5	3441.5	1649.0
K06015	532.0	505.0	556.0	850.0	535.0	2931.0	555.0	772.0	248.0	868.0	572.0	445.0	326.0	775.0	251.0	930.0	400.0	141.0	835.0	701.0	929.0	97.0	179.0	1961.0	431.0	435.0	748.0	535.0	2122.0	213.0	16.0	814.0	516.0	571.0	307.0	212.0	272.0	219.0
K06016	1994.0	878.0	1870.0	1395.0	1878.0	4720.0	1355.0	1524.0	1649.0	1611.0	1294.0	1900.0	1210.0	2242.0	1847.0	1327.0	813.0	2551.0	1984.0	998.0	2748.0	1415.0	868.0	3583.0	1044.0	862.0	2022.0	1242.0	2033.0	1475.0	1491.5	2028.0	1646.0	1272.0	979.0	770.0	3049.5	1261.0
